app,view,panel,classification,text,"app_version",disabled
"GMC-178","precheck_core_license_set",,Miscellaneous,"Checks to determine if the Core license value was set during the initial setup of the Splunk Cloud Migration Assessment Instructions dashboard.","| inputlookup scma_customer_details | table license_core | eval severity_level=if(license_core=0,3,0) | eval _time=now() | eval value=license_core | join [|inputlookup scma_customer_details | table customer_name] | `scma_drop_fields` | eval check_name=""precheck_core_license_set"" | `scma_summary_index`",0
"GMC-179","precheck_customer_set",,Miscellaneous,"This checks to ensure the Customer Name was properly set during the initial setup of the Splunk Cloud Migration Assessment Instructions dashboard.","| inputlookup scma_customer_details | table customer_name | eval severity_level=if(len(customer_name)<=1,3,0) | eval _time=now() | eval check_name=""precheck_customer_set"" | `scma_summary_index`",0
"GMC-180","precheck_data_access",,Miscellaneous,"Validates results and access to the rest endpoint, _introspection, _audit, and _internal.","| makeresults 
| eval type=""audittrail,license_usage.log,splunk_resource_usage,splunkd,rest"" 
| makemv delim="","" type 
| mvexpand type
| join type type=left 
[| tstats dc(host) AS hosts where ((index=_internal sourcetype=splunkd) OR (index=_introspection sourcetype=splunk_resource_usage) OR (index=_audit sourcetype=audittrail)) earliest=-30m@m [| rest /services/server/info splunk_server=* | fields splunk_server | rename splunk_server AS host] by index sourcetype | rename sourcetype AS type
| append [|tstats dc(host) AS hosts where index=_internal source=*license_usage.log TERM(Usage) earliest=-24h@h by index | eval type=""license_usage.log""]
| append [| rest /services/server/info splunk_server=* | eval type=""rest"" | stats dc(splunk_server) AS hosts by type]]
| fillnull hosts value=0
| eval message=if(hosts>0,""Results Present - Verify that the Total Number of Instances is correct."",""No Results Found! Check Data Access and Monitoring Console Config Before Proceeding!"")
| table index type message hosts 
| eval severity_level=if(hosts=0,3,0)
| rename type AS data_source hosts AS total_number_of_instances
| sort - Index
| eval _time=now()
| join [|inputlookup scma_customer_details | table customer_name]
| `scma_drop_fields`
| eval check_name=""precheck_data_access""
| `scma_summary_index`",0
"GMC-181","precheck_unconfigured_mc_instances",,Miscellaneous,"This checks the status of distributed peers to ensure all of them are properly configured to desired role within the Monitoring Console.","| rest splunk_server=local /services/search/distributed/peers
| search status=Up disabled=0 
| eval os = os_name 
| fields guid title peerName host host_fqdn server_roles search_groups cpu_arch os numberOfCores physicalMemoryMB version 
| rename title AS peerURI peerName AS serverName host_fqdn AS machine numberOfCores AS cpu_count physicalMemoryMB AS mem version AS splunk_version server_roles AS inherited_server_roles host AS instance
| where isnull(mvfind(search_groups,""dmc_group_""))
| appendpipe [| stats count | eval severity_level=if(count>0,3,0)] 
| eval value=count, limit=0
| eval severity_level=if(severity_level>0,3,0)
| eval _time=now()
| join [|inputlookup scma_customer_details | table customer_name]
| `scma_drop_fields`
| eval check_name=""precheck_unconfigured_mc_instances""
| `scma_summary_index`",0
"GMC-182",s2modecheck,,Miscellaneous,"check _internal index path to see if remotePath is configured. If yes, S2 is enabled, if not, it is Non-S2 stack.","| rest splunk_server=idx* /services/data/indexes/_internal datatype=all f=title f=remotePath f=disabled",0
"GMC-184","search_default_search_limits",,Miscellaneous,"Determines if any of the default search limits for max_searches_per_cpu or base_max_searches.","| rest splunk_server=* /servicesNS/-/-/configs/conf-limits
| fields splunk_server base_max_searches max_searches_per_cpu
| search base_max_searches=*
| eval default_base_max_searchces=6, default_max_searches_per_cpu=1
| eval status=if(base_max_searches>default_base_max_searches OR max_searches_per_cpu>default_max_searches_per_cpu,""!!Defaults Modified - Needs Reviewed!!"",""OK"")
| eval severity_level=if(status!=""OK"",2,0)
| fields - splunk_server
| eval _time=now()
| join [|inputlookup scma_customer_details | table customer_name]
| `scma_drop_fields`
| eval check_name=""search_default_search_limits""
| `scma_summary_index`",1
"GMC-185","search_es_correlation_rules",,Miscellaneous,"Calculates the total number of ES correlation rules enabled in your environment. There is a limit of 60 ES correlation rules in Splunk Cloud.","| rest splunk_server=* count=0 /servicesNS/-/-/saved/searches 
| search ""action.correlationsearch.enabled""=1 AND disabled=""0"" is_scheduled=1
| fields title is_scheduled
|  stats dc(title) AS value
| eval limit=60
| eval severity_level=case(value>=60,2,value=0,-1,value>0 AND value<60,0)
| eval _time=now()
| join [|inputlookup scma_customer_details | table customer_name]
| `scma_drop_fields`
| eval check_name=""search_es_correlation_rules""
| `scma_summary_index`",0
"GMC-186","search_es_dma_limits",,Miscellaneous,"Calculates the total number of ES CIM or standard CIM data model accelerations enabled in your environment. There is a default limit of 9 ES CIM data model accelerations for Splunk Cloud.","| rest splunk_server=* /servicesNS/-/-/data/models
| search acceleration=1 
| rename acceleration.cron_schedule as cron title as datamodel eai:acl.app AS app 
| search app=""DA-ESS-ThreatIntelligence"" OR app=""SA-NetworkProtection"" OR app=""SA-ThreatIntelligence"" OR app=""SA-UEBA"" OR app=""Splunk_SA_CIM"" 
| stats dc(datamodel) AS num_data_models_es
| eval value=num_data_models_es, limit=9
| eval severity_level=case(num_data_models_es>=9,2,num_data_models_es=0,-1,num_data_models_es>0 AND num_data_models_es<9,0)
| eval _time=now()
| join [|inputlookup scma_customer_details | table customer_name]
| `scma_drop_fields`
| eval check_name=""search_es_dma_limits""
| `scma_summary_index`",0
"GMC-187","search_itsi_aggregation_limits",,Miscellaneous,"Calculates the total number of ITSI notable aggregation policies in your environment. There is a default limit of 15 ITSI aggregation policies for Splunk Cloud.","| rest splunk_server=* /servicesNS/nobody/SA-ITOA/event_management_interface/notable_event_aggregation_policy report_as=text 
| spath input=value 
| rename {}.disabled AS disabled {}.title AS title
| fields disabled title
| eval x=mvzip(title,disabled,""~"")
| mvexpand x 
| rex field=x ""(?<title>[^\~]+)\~(?<disabled>\d+)""
| search disabled=0
| stats count AS num_notable_event_aggregation_policies_itsi
| eval value=num_notable_event_aggregation_policies_itsi, limit=15
| eval severity_level=case(num_notable_event_aggregation_policies_itsi<=15 AND num_notable_event_aggregation_policies_itsi>0,0,num_notable_event_aggregation_policies_itsi>15,2,num_notable_event_aggregation_policies_itsi=0,-1)
| eval _time=now()
| join [|inputlookup scma_customer_details | table customer_name]
| `scma_drop_fields`
| eval check_name=""search_itsi_aggregation_limits""
| `scma_summary_index`",0
"GMC-188","search_itsi_correlation_search_limits",,Miscellaneous,"Calculates the total number of ITSI correlation searches in your environment. There is a default limit of 15 ITSI correlation searches for Splunk Cloud.","| rest splunk_server=* /services/event_management_interface/correlation_search report_as=text 
| spath input=value 
| rename {}.name AS name, {}.search AS search 
| eval x=mvzip(name,search) 
| mvexpand x 
| eval x = split(x,"","") 
| eval name=mvindex(x,0) 
| eval search=mvindex(x,1) 
| stats dc(name) AS num_correlations_searches_itsi 
| eval value=num_correlations_searches_itsi, limit=15
| eval severity_level=case(num_correlations_searches_itsi<=15 AND num_correlations_searches_itsi>0,0,num_correlations_searches_itsi>15,2,num_correlations_searches_itsi=0,-1)
| eval _time=now()
| join [|inputlookup scma_customer_details | table customer_name]
| `scma_drop_fields`
| eval check_name=""search_itsi_correlation_search_limits""
| `scma_summary_index`",0
"GMC-189","search_itsi_service_limits",,Miscellaneous,"Calculates the total number of ITSI services in your environment. There is a default limit of 5,000 ITSI services for Splunk Cloud.","| rest splunk_server=* /servicesNS/nobody/SA-ITOA/itoa_interface/service fields=""title"" report_as=text
| spath input=value
| rename {}.title AS service
| mvexpand service
| stats dc(service) AS num_services
| eval value=num_services, limit=5000
| eval severity_level=case(num_services<=5000 AND num_services>0,0,num_services>5000,2,num_services=0,-1)
| eval _time=now()
| join [|inputlookup scma_customer_details | table customer_name]
| `scma_drop_fields`
| eval check_name=""search_itsi_service_limits""
| `scma_summary_index`",0
"GMC-190","search_long_running_searches",,Miscellaneous,"Identifies searches that are running for longer than 5 minutes over the last business week.","index=_audit action=search user=* user!=splunk-system-user search_id=* (info=granted OR info=completed) earliest=-6d@w1 latest=-1d@w6
| rex field=apiStartTime ""'(?<start_time>[^']+)'""
| rex field=apiEndTime ""'(?<end_time>[^']+)'"" 
| rex ""search\=(?<search_string>.+)\,\sautojoin""
| eval range=if(start_time==""ZERO_TIME"",""All Time"", tostring(strptime(end_time, ""%a %b %d %H:%M:%S %Y"") - strptime(start_time, ""%a %b %d %H:%M:%S %Y""),""duration""))
| eval range2=if(start_time==""ZERO_TIME"",""All Time"", strptime(end_time, ""%a %b %d %H:%M:%S %Y"") - strptime(start_time, ""%a %b %d %H:%M:%S %Y"")) 
| stats max(event_count) AS event_count values(start_time) AS earliest values(end_time) AS latest count values(range) AS range values(range2) AS range2 values(search) AS search values(user) AS User max(total_run_time) AS run_time(sec) by search_id savedsearch_name host 
| where count>1
| rename search_id AS SID range AS search_range run_time(sec) as run_time_sec
| search run_time_sec >= 300
| table savedsearch_name earliest latest search_range event_count run_time_sec
| sort 0 - run_time_sec
| appendpipe [| stats dc(run_time_sec) AS events]
| eval severity_level = case(run_time_sec>14400,""3"", run_time_sec>3600,""2"", run_time_sec>=300,""1"",events>=0,0,1=1,0)
| eval _time=now()
| join [|inputlookup scma_customer_details | table customer_name]
| `scma_drop_fields`
| eval check_name=""search_long_running_searches""
| `scma_summary_index`",0
"GMC-191","search_real_time_searches",,Miscellaneous,"Identifies any active real-time searches that are in the environment.","| rest /servicesNS/-/-/saved/searches splunk_server=* 
| fields eai:acl.app title dispatch.earliest_time dispatch.latest_time disabled
| search disabled=0 dispatch.earliest_time=rt* OR dispatch.latest_time=rt*
| stats count AS value
| eval severity_level=if(value>0,2,0)
| eval _time=now()
| join [|inputlookup scma_customer_details | table customer_name]
| `scma_drop_fields`
| eval check_name=""search_real_time_searches""
| `scma_summary_index`",0
"GMC-192","search_saved_search_inventory",,Miscellaneous,"Captures all enabled saved searches in Splunk to assist with building an inventory","| rest /servicesNS/-/-/saved/searches splunk_server=* 
| search disabled=0
| fields title eai:acl.app
| rename eai:acl.app AS app_context
| appendpipe [| stats dc(title) AS enabled_saved_searches]
| sort enabled_saved_searches
| eval severity_level=0
| eval _time=now()
| join [|inputlookup scma_customer_details | table customer_name]
| `scma_drop_fields`
| eval check_name=""search_saved_search_inventory""
| `scma_summary_index`",1
"GMC-193","search_search_concurrency",,Miscellaneous,"Calculates the total search concurrency in the environment over the last 7 days.","index=_introspection data.search_props.sid::* component=PerProcess sourcetype=splunk_resource_usage earliest=-7d@d latest=@d 
| eval elapsed='data.elapsed', sid='data.search_props.sid', type='data.search_props.type' 
| bin span=30s _time 
| stats dc(sid) AS concurrency by _time 
| bin span=1d _time 
| stats avg(concurrency) AS average_daily_concurrency by _time 
| stats avg(average_daily_concurrency) AS total_concurrency_avg
| eval total_concurrency_avg=round(total_concurrency_avg,0)
| join 
[|inputlookup scma_customer_details 
| fields license_* 
| eval is_premium=if(license_es>0 OR license_pci>0 OR license_vmware>0 OR license_exchange>0,""premium_app_stack"",""core_only"") 
| join type=left license_core 
[| inputlookup override_lic.csv
| fields license_core concurrency_limit_core concurrency_limit_premium]] 
| eval severity_level=case((is_premium==""core_only"" AND total_concurrency_avg>concurrency_limit_core),2,(is_premium==""premium_app_stack"" AND total_concurrency_avg>concurrency_limit_premium),2,days_calculated=0,2,1==1,0) 
| eval limit=if(is_premium==""core_only"",concurrency_limit_core,concurrency_limit_premium)
| eval value=total_concurrency_avg
| eval _time=now()
| table _time is_premium total_concurrency_avg severity_level value limit
| join [|inputlookup scma_customer_details | table customer_name]
| `scma_drop_fields`
| eval check_name=""search_search_concurrency""
| `scma_summary_index`",0
"GMC-194","search_search_periodicity",,Miscellaneous,"This search is used to calculate search usage patterns over the last 7 days to determine how far back your users generally search. It is important to note that in Splunk Cloud and with SmartStore, searches over 90+ days will perform differently given the nature of SmartStore and how buckets are moved between local cache on the indexers and S3 buckets.","index=_audit search_id!=""'rsa_*"" search_id!=""'RemoteStorageRetrieveBuckets_*"" search_id!=""'searchparsetmp_*"" search_id!=""'remote_*"" search_id=* (info=completed OR info=cancelled) NOT mcatalog earliest=-7d@d latest=@d
| rex field=search_et ""'?(?<start_time>[^']+)'?"" 
| rex field=search_lt ""'?(?<end_time>[^']+)'?"" 
| eval range=if(start_time==""N/A"",""All Time"", (end_time-start_time)/86400)
| eval search_range_in_days=case(range==""All Time"",""ALL TIME"", range<1,""0-1"", range>=1 AND range<=7,""1-7"", range>7 AND range<=14,""7-14"", range>14 AND range<21,""14-21"", range>=21 AND range<90,""21-90"", range>90,""90+"") 
| eval search_range_in_days=if(match(search, ""^[\s\']*\|""), ""ALL TIME W/LEADING PIPE"", 'search_range_in_days')
| stats count by search_range_in_days 
| sort search_range_in_days 
| eventstats sum(count) as perc 
| eval perc=round(count*100/perc,2) 
| eval status=if((search_range_in_days=""90+"" OR search_range_in_days=""ALL TIME"") AND perc>20,""High Search Periodicity Over 90 Days"",""OK"")
| eval severity_level=if(status!=""OK"",2,0)
| eval _time=now()
| join [|inputlookup scma_customer_details | table customer_name]
| `scma_drop_fields`
| eval check_name=""search_search_periodicity""
| `scma_summary_index`",0
"GMC-195","search_skipped_searches",,Miscellaneous,"Checks skipped searches over the last business week.","index=_internal source=*scheduler.log status=skipped earliest=-6d@w1 latest=-1d@w6
| eval name=if(match(savedsearch_name,""_ACCELERATE*""),""Acceleration"",savedsearch_name) 
| stats count by name,search_type app reason
| sort - count
| appendpipe [|stats dc(name) AS unique_skipped_searches sum(count) AS total_skipped_searches]
| eval value=total_skipped_searches
| eval severity_level=case(total_skipped_searches>0 AND total_skipped_searches<=10000,0,total_skipped_searches>10000 AND total_skipped_searches<=50000,2,total_skipped_searches>50000,3,1=1,0)
| eval _time = now()
| join [|inputlookup scma_customer_details | table customer_name]
| `scma_drop_fields`
| eval check_name=""search_skipped_searches""
| `scma_summary_index`",0
"GMC-196","search_svc_qualification_check",,Miscellaneous,"Checks current search activity and future ingest volume to determine candidacy for Splunk Cloud Workload Pricing.","index=_audit search_id!=""'rsa_*"" search_id!=""'RemoteStorageRetrieveBuckets_*"" search_id!=""'searchparsetmp_*"" search_id!=""'remote_*"" search_id=* total_run_time earliest=-7d@d latest=@d 
| eval host_sid = 'host'."":"".'search_id'
| bin _time span=1d
| stats dc(host_sid) AS search_count by _time
| stats avg(search_count) AS svc_search_count_daily_avg
| join
[ | inputlookup scma_customer_details
| fields license_*]
| eval is_premium=if(license_es>0 OR license_pci>0 OR license_vmware>0 OR license_exchange>0,""yes"",""no"")
| eval svc_recommendation=case(license_core < 2000,""Does not qualify at this data volume"", license_core>=2000 AND license_core < 5000,""Seek Deal Desk for approval for this volume"", license_core >= 5000,""Approved"")
| eval svc_utilization=case(svc_search_count_daily_avg <= 50000,""0%"",svc_search_count_daily_avg>50000 AND svc_search_count_daily_avg <= 100000,""25%"", svc_search_count_daily_avg>100000 AND svc_search_count_daily_avg<= 200000,""50%"", svc_search_count_daily_avg > 200000 AND svc_search_count_daily_avg <= 300000,""75%"",svc_search_count_daily_avg>300000,""100%"")
| eval severity_level=case(svc_recommendation==""Does not qualify at this data volume"",-1,svc_recommendation==""Seek Deal Desk for approval for this volume"",1,svc_recommendation==""Approved"",0)
| eval _time=now()
| join [|inputlookup scma_customer_details | table customer_name]
| `scma_drop_fields`
| eval check_name=""search_svc_qualification_check""
| `scma_summary_index`",0
"GMC-197","search_sweet_spot_check",,Miscellaneous,"This check identifies the selected data volumes and environments to determine if it is within the allowed default volumes for Splunk Cloud.","| inputlookup scma_customer_details
| fields license_* cloud_provider cloud_env
| makemv cloud_env 
| mvexpand cloud_env 
| foreach license_es license_exchange license_pci license_vmware license_itsi [ eval premium_apps=mvappend(premium_apps,if(<<FIELD>> >0,""<<FIELD>>"",null()))] 
| eval premium_apps=if(isnull(premium_apps),""none_none"",premium_apps)
| mvexpand premium_apps
| rename cloud_env AS environment cloud_provider AS provider 
| rex field=premium_apps ""\w+\_(?<premium_apps>\w+)""
| join environment premium_apps provider 
    [| inputlookup sweet_spot_matrix.csv 
    | eval environment_premium_app = 'environment' . ""-"" . 'premium_apps' ] 
| eval limit_value=case(premium_apps==""es"",license_es."":"".sweet_spot_ceiling,premium_apps==""pci"",license_pci."":"".sweet_spot_ceiling,premium_apps==""vmware"",license_vmware."":"".sweet_spot_ceiling,premium_apps==""exchange"",license_exchange."":"".sweet_spot_ceiling,premium_apps==""itsi"",license_itsi."":"".sweet_spot_ceiling,premium_apps==""none"",license_core."":"".sweet_spot_ceiling)
| eval check_sweet_spot_core_none=if(environment_premium_app != ""core-none"", null(),if((license_core < sweet_spot_floor OR license_core > sweet_spot_ceiling) AND license_core > 0, ""Seek Deal Desk approval for large volumes."", ""Passed"")) 
| eval check_sweet_spot_core_es=if(environment_premium_app != ""core-es"", null(),if((license_es < sweet_spot_floor OR license_es > sweet_spot_ceiling) AND license_es > 0, ""Seek Deal Desk approval for large volumes."", ""Passed"")) 
| eval check_sweet_spot_core_itsi=if(environment_premium_app != ""core-itsi"", null(),if((license_itsi < sweet_spot_floor OR license_itsi > sweet_spot_ceiling) AND license_itsi > 0, ""Seek Deal Desk approval for large volumes."", ""Passed"")) 
| eval check_sweet_spot_core_vmware=if(environment_premium_app != ""core-vmware"", null(),if((license_vmware < sweet_spot_floor OR license_vmware > sweet_spot_ceiling) AND license_vmware > 0, ""Seek Deal Desk approval for large volumes."", ""Passed"")) 
| eval check_sweet_spot_core_exchange=if(environment_premium_app != ""core-exchange"", null(),if((license_exchange < sweet_spot_floor OR license_exchange > sweet_spot_ceiling) AND license_exchange > 0, ""Seek Deal Desk approval for large volumes."", ""Passed"")) 
| eval check_sweet_spot_core_pci=if(environment_premium_app != ""core-pci"", null(),if((license_pci < sweet_spot_floor OR license_pci > sweet_spot_ceiling) AND license_pci > 0, ""Seek Deal Desk approval for large volumes."", ""Passed"")) 
| eval check_sweet_spot_hipaa_none=if(environment_premium_app != ""hipaa-none"", null(),if((license_core < sweet_spot_floor OR license_core > sweet_spot_ceiling) AND license_core > 0, ""Seek Deal Desk approval for large volumes."", ""Passed"")) 
| eval check_sweet_spot_hipaa_es=if(environment_premium_app != ""hipaa-es"", null(),if((license_es < sweet_spot_floor OR license_es > sweet_spot_ceiling) AND license_es > 0, ""Seek Deal Desk approval for large volumes."", ""Passed"")) 
| eval check_sweet_spot_hipaa_itsi=if(environment_premium_app != ""hipaa-itsi"", null(),if((license_itsi < sweet_spot_floor OR license_itsi > sweet_spot_ceiling) AND license_itsi > 0, ""Seek Deal Desk approval for large volumes."", ""Passed"")) 
| eval check_sweet_spot_hipaa_vmware=if(environment_premium_app != ""hipaa-vmware"", null(),if((license_vmware < sweet_spot_floor OR license_vmware > sweet_spot_ceiling) AND license_vmware > 0, ""Seek Deal Desk approval for large volumes."", ""Passed"")) 
| eval check_sweet_spot_hipaa_exchange=if(environment_premium_app != ""hipaa-exchange"", null(),if((license_exchange < sweet_spot_floor OR license_exchange > sweet_spot_ceiling) AND license_exchange > 0, ""Seek Deal Desk approval for large volumes."", ""Passed"")) 
| eval check_sweet_spot_hipaa_pci=if(environment_premium_app != ""hipaa-pci"", null(),if((license_pci < sweet_spot_floor OR license_pci > sweet_spot_ceiling) AND license_pci > 0, ""Seek Deal Desk approval for large volumes."", ""Passed"")) 
| eval check_sweet_spot_pci_none=if(environment_premium_app != ""pci-none"", null(),if((license_core < sweet_spot_floor OR license_core > sweet_spot_ceiling) AND license_core > 0, ""Seek Deal Desk approval for large volumes."", ""Passed"")) 
| eval check_sweet_spot_pci_es=if(environment_premium_app != ""pci-es"", null(),if((license_es < sweet_spot_floor OR license_es > sweet_spot_ceiling) AND license_es > 0, ""Seek Deal Desk approval for large volumes."", ""Passed"")) 
| eval check_sweet_spot_pci_itsi=if(environment_premium_app != ""pci-itsi"", null(),if((license_itsi < sweet_spot_floor OR license_itsi > sweet_spot_ceiling) AND license_itsi > 0, ""Seek Deal Desk approval for large volumes."", ""Passed"")) 
| eval check_sweet_spot_pci_vmware=if(environment_premium_app != ""pci-vmware"", null(),if((license_vmware < sweet_spot_floor OR license_vmware > sweet_spot_ceiling) AND license_vmware > 0, ""Seek Deal Desk approval for large volumes."", ""Passed"")) 
| eval check_sweet_spot_pci_exchange=if(environment_premium_app != ""pci-exchange"", null(),if((license_exchange < sweet_spot_floor OR license_exchange > sweet_spot_ceiling) AND license_exchange > 0, ""Seek Deal Desk approval for large volumes."", ""Passed"")) 
| eval check_sweet_spot_pci_pci=if(environment_premium_app != ""pci-pci"", null(),if((license_pci < sweet_spot_floor OR license_pci > sweet_spot_ceiling) AND license_pci > 0, ""Seek Deal Desk approval for large volumes."", ""Passed"")) 
| eval check_sweet_spot_fedramp_none=if(environment_premium_app != ""fedramp-none"", null(),if((license_core < sweet_spot_floor OR license_core > sweet_spot_ceiling) AND license_core > 0, ""Seek Deal Desk approval for large volumes."", ""Passed"")) 
| eval check_sweet_spot_fedramp_es=if(environment_premium_app != ""fedramp-es"", null(),if((license_es < sweet_spot_floor OR license_es > sweet_spot_ceiling) AND license_es > 0, ""Seek Deal Desk approval for large volumes."", ""Passed"")) 
| eval check_sweet_spot_fedramp_itsi=if(environment_premium_app != ""fedramp-itsi"", null(),if((license_itsi < sweet_spot_floor OR license_itsi > sweet_spot_ceiling) AND license_itsi > 0, ""Seek Deal Desk approval for large volumes."", ""Passed"")) 
| eval check_sweet_spot_fedramp_vmware=if(environment_premium_app != ""fedramp-vmware"", null(),if((license_vmware < sweet_spot_floor OR license_vmware > sweet_spot_ceiling) AND license_vmware > 0, ""Seek Deal Desk approval for large volumes."", ""Passed"")) 
| eval check_sweet_spot_fedramp_exchange=if(environment_premium_app != ""fedramp-exchange"", null(),if((license_exchange < sweet_spot_floor OR license_exchange > sweet_spot_ceiling) AND license_exchange > 0, ""Seek Deal Desk approval for large volumes."", ""Passed"")) 
| eval check_sweet_spot_fedramp_pci=if(environment_premium_app != ""fedramp-pci"", null(),if((license_pci < sweet_spot_floor OR license_pci > sweet_spot_ceiling) AND license_pci > 0, ""Seek Deal Desk approval for large volumes."", ""Passed""))
| fields check* limit_value
| foreach check_* [|eval <<FIELD>>=<<FIELD>>.""-"".limit_value]
| fields - limit_value
| stats first(*) AS *
| transpose column_name=sweet_spot_check
| rex field=""row 1"" ""(?<status>.+)\-(?<value>\d+)\:(?<limit>\d+)""
| eval severity_level=if(status!=""Passed"",3,0)
| eval _time=now()
| table sweet_spot_check status severity_level value limit _time
| join [|inputlookup scma_customer_details | table customer_name]
| `scma_drop_fields`
| eval check_name=""search_sweet_spot_check""
| `scma_summary_index`",0
"GMC-198","splunk-virtual-core-usage",,Miscellaneous,"","index=_introspection (host=sh* OR host=idx* OR host=idm* OR host=c0m1*) sourcetype=splunk_resource_usage component=Hostwide 
| join [| inputlookup svc ] 
| rename svc_license_type as License 
| eval 
    virtual_cores_per_svc = if(isnotnull(svc_indexer_multiplier) AND match(host, ""idx.*""), svc_indexer_multiplier, 2), 
    provisioned_svcs = 'data.virtual_cpu_count' / virtual_cores_per_svc, 
    user_svc = 'data.cpu_user_pct' * provisioned_svcs / 100, 
    total_svc = ('data.cpu_user_pct' + 'data.cpu_system_pct') * provisioned_svcs / 100 
| bin span=5m _time 
| rex field=host ""(?<role>\w+)-"" 
| stats max(user_svc) as splunk_svc 
    max(total_svc) as utilization 
    max(provisioned_svcs) as provisioned_svcs 
    max(License) as License by host _time role 
| stats sum(utilization) as utilization 
    max(License) as License 
    sum(provisioned_svcs) as Provisioned by _time role 
| eventstats sum(utilization) as total_util 
    sum(Provisioned) as total_prov by _time 
| stats max(utilization) as utilization 
    max(total_util) as total_util 
    max(License) as License 
    max(Provisioned) as Provisioned 
    max(total_prov) as total_prov by role 
| collect index=summary source=""splunk-virtual-core-usage""",0
"GMC-199","splunk_cities_geo_sh_csv_lookup_report",,Miscellaneous,"GMC City Database CSV Lookup Report","| inputlookup splunk_cities_geo_sh_csv_lookup 
| fields country region city region_code country_iso2 country_iso3 subregion latitude longitude 
| append 
    [| makeresults 
    | fields - _time 
    | eval country=""United States"" , region=""New York"" , city=""Stormville"", region_code=""NY"", country_iso2=""US"", country_iso3=""USA"", subregion=""Northern America"", latitude=""41.5704"", longitude=""-73.7454"" 
    | fields country region city region_code country_iso2 country_iso3 subregion latitude longitude ] 
| fillnull value=""Undefined"" region 
| stats Last(*) As * by country region cities
| eval region=if(region=""Undefined"", null(), region) 
| sort 0 country region city 
| table country region city region_code country_iso2 country_iso3 subregion latitude longitude 
| `gmc_comment(""| outputlookup splunk_cities_geo_sh_csv_lookup createinapp=true create_empty=true override_if_empty=false | stats count"")`",0
"GMC-208","splunk_rest_buckets_by_index","","Indexer_Cluster","","| rest /services/cluster/master/indexes `gmc_setup_cluster_master_rest` 
| stats last(splunk_server) as host max(index_size) as index_size max(num_buckets) as num_buckets max(total_excess_bucket_copies) as total_excess_bucket_copies max(total_excess_searchable_copies) as total_excess_searchable_copies by title 
| rename title as index_name 
| eval _time=now() 
| fields _time host index_name index_size num_buckets total_excess_bucket_copies total_excess_searchable_copies ",0
"GMC-209","splunk_rest_buckets_by_peer","","Indexer_Cluster","","| rest /services/cluster/master/peers `gmc_setup_cluster_master_rest` 
| fields label bucket_count_by_index* 
| untable label indexname bucketcount 
| rename label as host 
| rex mode=sed field=indexname ""s/bucket_count_by_index\.//"" 
| eval _time=now() 
| fields _time host indexname bucketcount 
| rename indexname AS index_name, bucketcount AS num_buckets ",0
"GMC-210","splunk_rest_cluster_status","","Indexer_Cluster","","| rest /services/cluster/master/generation/master `gmc_setup_cluster_master_rest` 
| fields num_buckets was_forced 
| appendcols 
    [| rest /services/cluster/master/health `gmc_setup_cluster_master_rest` 
    | fields all_data_is_searchable all_peers_are_up cm_version_is_compatible no_fixup_tasks_in_progress pre_flight_check replication_factor_met search_factor_met site_replication_factor_met site_search_factor_met] 
| appendcols 
    [| rest /services/cluster/master/status `gmc_setup_cluster_master_rest` 
    | fields splunk_server service_ready_flag searchable_rolling rolling_restart_or_upgrade rolling_restart_flag restart_progress.* maintenance_mode] 
| appendcols 
    [| rest /services/cluster/master/info `gmc_setup_cluster_master_rest` 
    | fields active_bundle.checksum, active_bundle.timestamp apply_bundle_status.status reload_bundle_issued last_validated_bundle.checksum last_validated_bundle.is_valid_bundle last_validated_bundle.timestamp latest_bundle.checksum latest_bundle.timestamp previous_active_bundle.checksum previous_active_bundle.timestamp] 
| eval _time=now() 
| eval host=splunk_server 
| rename active_bundle.checksum as active_bundle, last_validated_bundle.checksum as last_validated_bundle, latest_bundle.checksum as latest_bundle, num_buckets as total_buckets, previous_active_bundle.checksum as previous_active_bundle 
| fields _time host all_data_is_searchable,all_peers_are_up no_fixup_tasks_in_progress pre_flight_check cm_version_is_compatible search_factor_met, replication_factor_met site_search_factor_met site_replication_factor_met service_ready_flag searchable_rolling rolling_restart_or_upgrade rolling_restart_flag reload_bundle_issued restart_progress.* maintenance_mode active_bundle, active_bundle.timestamp apply_bundle_status.status last_validated_bundle last_validated_bundle.is_valid_bundle last_validated_bundle.timestamp latest_bundle latest_bundle.timestamp previous_active_bundle previous_active_bundle.timestamp was_forced total_buckets ",0
"GMC-211","splunk_rest_index_status","","Indexer_Cluster","","| rest /services/cluster/master/indexes `gmc_setup_cluster_master_rest` 
| fields title, is_searchable, replicated_copies_tracker*, searchable_copies_tracker*, num_buckets, index_size splunk_server 
| rename replicated_copies_tracker.*.* as rp**, searchable_copies_tracker.*.* as sb** 
| eval is_searchable = if((is_searchable == 1) or (is_searchable == ""1""), ""Yes"", ""No"") 
| eval index_size_gb = round(index_size / 1024 / 1024 / 1024, 0) 
| eval host=splunk_server 
| rename title AS index_name 
| eval _time=now() 
| fields _time host index_name is_searchable num_buckets index_size_gb rp* sb* ",0
